id;marche;SOURCE;DT_UPDATE;DT_ARRETE;NU_CNT;NOM_CLI;CD_INT_STC;CD_PRD;PTGST;DT_EFF_AFN_CNT;DT_EFF_RESIL_CNT;DT_ECH_AN_CNT;CD_APERIT;TXACPT;INDICE_CNT;NBRE_SITES;CDSIREN;CDTRE_CNT;CDNAF;LCI_G;RESEAU;NM_INT;INTERNATIONAL;SOUS_LIMITE_EV_NAT;MONTANT;SOUS_LIMITE;COMMENTAIRE;BATCH;DICID;ID_SITE;NOM_SITE;DT_MAJ_SITE;DATE_VISITE_SITE;STOCK;CDTRE_1;CDNAF_1;CD_SIRET;QUALITE_JURID;USAGE;TYPE_BIEN;TYPE_RESIDENCE;ETAGE;EXCL_RISQ_LOCATIFS;EXCL_RISQ_BAT;NB_PIECE;SURFACE;SURFACE_DPDCE;PRIME_TTC;PRIME_PTF_ANN_HT;BATIMENT_CLASSE;BATIMENT_OCCUPE;PISCINES;HOTEL_NB_ETOILES;HOTEL_RESTAURANT;HOTEL_NB_CHB;LCI_BAT_CLASSE;LCI_GRD_RISQ;LCI_DEPENDANCE;DATE_EFFET_CAPITAUX;INDICE_CAPITAUX_MURS_BATIMENTS;CAPITAUX_MURS_BATIMENTS;CONTENU;INDICE_CAPITAUX_CONTENU;CAPITAUX_CONTENU;INDICE_CAPITAUX_MATERIELS;CAPITAUX_MATERIEL;INDICE_CAPITAUX_MARCHANDISES;CAPITAUX_MARCHANDISES;INDICE_CAPITAUX_ASS_MH_HLL_CARAV;CAPITAUX_ASS_MH_HLL_CARAV;INDICE_CAPITAUX_DEPENDANCE;CAPITAUX_DEPENDANCE;INDICE_CAPITAUX_COMPL;CAPITAUX_COMPL;INDICE_CAPITAUX_DD;CAPITAUX_DD;MARGE_BRUTE;PERIODE_INDEM_PE;CHIFFAFF_SITE;PERTE_LOYER;INDICE_VAL_PE;VAL_PE;SMP_INITIAL;LCI_GLOB;LCI_ATTENTAT;FRANCHISE_GLOB;UNI_FRAN_GLOB;MIN_FRAN_GLOB;MAX_FRAN_GLOB;FRANCHISE_INC;UNI_FRAN_INC;FRANCHISE_DDE;UNI_FRAN_DDE;FRANCHISE_PE;UNI_FRAN_PE;LIMITE_TGN;FRANCHISE_TGN;UNI_FRAN_TGN;MIN_FRAN_TGN;MAX_FRAN_TGN;NUM_VOIE_SITE;RUE_SITE;NUM_RUE_SITE;LIEU_DIT_SITE;CP_SITE;VILLE_SITE;ADRESSE_SITE;PAYS_SITE;COORD_X_SITE;COORD_Y_SITE;QUALITE_GEOCODAGE;LIMITE_INOND;FRANCHISE_INOND;UNI_FRAN_INOND;LIMITE_TREMB;FRANCHISE_TREMB;UNI_FRAN_TREMB;LIMITE_EMEUTES;FRANCHISE_EMEUTES;UNI_FRAN_EMEUTES;LIMITE_TOC;FRANCHISE_TOC;UNI_FRAN_TOC;TYPE_SITE;CEDANTE;ID_GAREAT;APERITEUR;NOM_APERITEUR;POL_APERITEUR;CD_SIREN_SIRET;CDNAF_GAREAT;LIBNAF_GAREAT;CDSIC;LIBSIC;TX_DEROG_ATT;LCI_MULTISITE;CAPITAUX_TT;RSQ_NUCLEAIRE;RSQ_SEVESO;TRC_TRME;MULTI_SITE;PORTEE_LIGNE;CD_GAR_CAR_FOURNIS;GAR_CAR_FOURNIS;CAR_FOURNIS_NNDENOM;CAR_FOURNIS_ENERGIE;CD_CAR_CLIENT;CAR_CLIENT;CAR_CLIENT_NNDENOM;CAR_CLIENT_ENERGIE;COM_GAREAT;CD_LC360;DICID_SITE
210675;;IMS;2022-03-21;2026-03-03;59108057;" TOUT A DOM SERVICES AUX PARTICULIERS  ";4C1215;01062;N07;2018-03-29;2022-01-01;0101;A;100;;2;;;;0;COURTAGE;PLENITA;0;;;;;1;;1;;2020-03-23;;1;;;;LOC;BUR;;;;N;N;;64;;;;N;N;0;0;N;0;;;;;;;;;"16,000 €";;;;;;;;;;;;;;;;;;75000;;;;;;;;;;;;;;;;;;;1;" AVENUE DE L'EUROPE";"1 AVENUE DE L'EUROPE";;95600;EAUBONNE;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;non;;;;;;;;;Oui;75000;NON;NON;NON;Oui;;NON;;;;NON;;;;;;
210676;;IMS;2022-03-21;2026-03-03;59108057;" TOUT A DOM SERVICES AUX PARTICULIERS  ";4C1215;01062;N07;2018-03-29;2022-01-01;0101;A;100;;2;;;;0;COURTAGE;PLENITA;0;;;;;1;;2;;2020-03-23;;1;;;;LOC;BUR;;;;N;N;;25;;;;N;N;0;0;N;0;;;;;;;;;"16,000 €";;;;;;;;;;;;;;;;;;50000;;;;;;;;;;;;;;;;;;;91;" RUE DU GENERAL LECLERC";"91 RUE DU GENERAL LECLERC";;95600;EAUBONNE;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;non;;;;;;;;;Oui;50000;NON;NON;NON;Oui;;NON;;;;NON;;;;;;
210677;;IMS;2022-03-21;2026-03-03;58724875;" ALTER EGO SERVICES 94  ";4C1215;01062;N07;2017-01-01;;0101;A;100;;2;;;;0;COURTAGE;PLENITA;0;;;;;1;;1;;2020-03-23;;1;;;;LOC;BUR;;;;N;N;;60;;;;N;N;0;0;N;0;;;;;;;;;"15,000 €";;;;;;;;;;;;;;;;;;75000;;;;;;;;;;;;;;;;;;;1;" RUE DE CHAMPIGNY";"1 RUE DE CHAMPIGNY";;94370;"SUCY EN BRIE";;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;non;;;;;;;;;Oui;75000;NON;NON;NON;Oui;;NON;;;;NON;;;;;;
210678;;IMS;2022-03-21;2026-03-03;58724875;" ALTER EGO SERVICES 94  ";4C1215;01062;N07;2017-01-01;;0101;A;100;;2;;;;0;COURTAGE;PLENITA;0;;;;;1;;2;;2020-03-23;;1;;;;LOC;P;;;;N;N;;11;;;;N;N;0;0;N;0;;;;;;;;;"15,000 €";;;;;;;;;;;;;;;;;;50000;;;;;;;;;;;;;;;;;;;;;"RUE DU MOULIN BATEAU";;94370;"SUCY EN BRIE";;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;non;;;;;;;;;Oui;50000;NON;NON;NON;Oui;;NON;;;;NON;;;;;;
1491365;RI&GAR;;2024-08-09;2026-03-03;54847950;"ROCADE DISTRIBUTION ";H92255;00640;N17;;;;A;60;R.I.;2;;;;0;Agence;;0;;;;;0;"ROCADE DISTRIBUTION ";1014899;ROCADIS;2024-08-12;;1;964T1;;;;MCP;;;;N;N;;;;;;N;N;0;0;N;0;;;;;;065658693;;;0;;0;;0;;;;;;;;0;42700000;24;;;;85400000;;;;;;;;;;;;;;;;;;;93;"Route De Gençay";"93 Route De Gençay";;86000;Poitiers;"93 Route De Gençay, 86000 Poitiers";FRANCE;0.35737;46.56664;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;85400000;O;O;N;Oui;;N;;;;O;;;;;;GATEUIM
1491366;RI&GAR;;2024-08-09;2026-03-03;54847950;"ROCADE DISTRIBUTION ";H92255;00640;N17;;;;A;60;R.I.;2;;;;0;Agence;;0;;;;;0;"ROCADE DISTRIBUTION ";1014900;ECODIS;2024-08-12;;1;964T1;;;;MCP;;;;N;N;;;;;;N;N;0;0;N;0;;;;;;05290088;;;0;;0;;0;;;;;;;;0;8620000;24;;;;17240000;;;;;;;;;;;;;;;;;;;25;"Rue Des Écoles";"25 Rue Des Écoles";;86340;Buxerolles;"25 Rue Des Écoles, 86180 Buxerolles";FRANCE;0.35139;46.59672;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;17240000;O;O;N;Oui;;N;;;;O;;;;;;GATEUIM
216435;;IMS;2022-03-21;2026-03-03;60928491;SMECATEC;150150;01065;N23;2020-01-01;;0101;A;100;R.I.;2;305148090;218;;0;COURTAGE;"LEGUAY ET FILS";0;;;;;1;;1;"SIEGE SOCIAL";2020-05-27;;1;;;;LOC;;;;;N;N;;1690;;;;N;N;0;0;N;0;;;;;;1492646;;;;;6520000;;500000;;;;;;;;;858135;12;;;;1115576;;;;;;;;;;;;;;;;;;;4;" Rue Notre Dame - ";;;42420;" LORETTE";"4 Rue Notre Dame - 42420 LORETTE";FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;non;;;;;;;;;Oui;1115576;NON;NON;NON;Oui;;NON;;;;NON;;;;;;
216436;;IMS;2022-03-21;2026-03-03;60928491;SMECATEC;150150;01065;N23;2020-01-01;;0101;A;100;R.I.;2;305148090;218;;0;COURTAGE;"LEGUAY ET FILS";0;;;;;1;;2;"SITE SECONDAIRE";2020-05-27;;1;;;;PRO;;;;;N;N;;1200;;;;N;N;0;0;N;0;;;;;;1492646;;;;;6520000;;500000;;;;;;;;;858135;12;;;;1115576;;;;;;;;;;;;;;;;;;;14;" RUE HENRI CASTEL - ";;;42400;" ST CHAMOND";"14 RUE HENRI CASTEL - 42400 ST CHAMOND";FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;non;;;;;;;;;Oui;1115576;NON;NON;NON;Oui;;NON;;;;NON;;;;;;
1672766;IMM;IMS;2025-01-02;2026-03-03;61434788;"FONCIA VALLEE DU RHONE";4A2232;01056;N26;2020-10-01;;0110;A;100;F.F.B.;2;;;L;35000000;;ASSURIMO;0;;;;;1;RAYT;1;"LA COMMANDERIE";2025-01-02;;1;;;;;HBC;ICP;;;N;N;;1500;;;;N;N;0;0;N;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;" MONTEE DU CHÂTEAU";"1 MONTEE DU CHÂTEAU";;69730;"ST BONNET DE MURE";;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;0;N;N;N;Oui;;N;;;;O;;;;;;RAYT
1672767;IMM;IMS;2025-01-02;2026-03-03;61434788;"FONCIA VALLEE DU RHONE";4A2232;01056;N26;2020-10-01;;0110;A;100;F.F.B.;2;;;L;35000000;;ASSURIMO;0;;;;;1;RAYT;2;"MAS DE CHAMPAREY";2025-01-02;;1;;;;;HBC;ICP;;;N;N;;7454;;;;N;N;0;0;N;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;315;" RUE CHARCOT";"315 RUE CHARCOT";;38470;BOURGOIN-JALLIEU;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;0;N;N;N;Oui;;N;;;;O;;;;;;RAYT
1004886;RI&GAR;IMS;2023-04-05;2026-03-03;57267118;"SANTE AU TRAVAIL EN IROISE";5R0603;01065;N42;2016-08-01;;01/08;A;100;R.I.;2;777507658;975;M;8500000;Agence;"YVAN LE BAIL";0;;;;;0;"SANTE AU TRAVAIL EN IROISE";1;BREST;2023-04-05;2023-04-05;1;975;;77750765800105;PRO;;IMM;;;N;N;;2173;;;;N;N;0;0;N;0;;;;2023-04-01;RI;4898500;;RI;1090000;;;;;;;;;;;;;352500;12;;;;;;;;587;;;;;;;;;;;;;;;;;;;29200;BREST;"6BIS RUE DE KERVEZENNEC";FRANCE;;;;;;;;;;;;;;;;SECONDAIRE;"Allianz France";H016;O;;;77750765800105;;;;;;;0;N;N;N;;NSP;N;;;;N;;;;;;BONNORO
1004887;RI&GAR;IMS;2023-04-05;2026-03-03;57267118;"SANTE AU TRAVAIL EN IROISE";5R0603;01065;N42;2016-08-01;;01/08;A;100;R.I.;2;777507658;975;M;8500000;Agence;"YVAN LE BAIL";0;;;;;0;"SANTE AU TRAVAIL EN IROISE";2;CHATEAULIN;2023-04-05;2023-04-05;1;;;;PRO;;;;;N;N;;450;;;;N;N;0;0;N;0;;;;2023-04-05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29150;CHATEAULIN;"ZAC DE PENN";FRANCE;;;;;;;;;;;;;;;;SECONDAIRE;"Allianz France";H016;O;;;;;;;;;;0;N;N;N;;NSP;N;;;;N;;;;;;BONNORO
1491369;RI&GAR;;2024-08-12;2026-03-03;0059377679;"LPV COMPANY";H91409;00640;N17;;;;A;100;R.I.;2;;;;0;Agence;;0;;;;;0;"LPV COMPANY";1074418;"325 rue de Sauxmarais";2024-08-12;;1;224T4;;;;MCP;;;;N;N;;;;;;N;N;0;0;N;0;;;;;;06137665;;;0;;0;;0;;;;;;;;0;48150000;18;;;;72225000;;;;;;;;;;;;;;;;;;;325;"Rue De Sauxmarais";"325 Rue De Sauxmarais";;50680;Cherbourg-en-Cotentin;"325 Rue De Sauxmarais, 50110 Cherbourg-en-Cotentin";FRANCE;-1.59033;49.63094;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;72225000;O;O;N;Oui;;N;;;;O;;;;;;GATEUIM
1491370;RI&GAR;;2024-08-12;2026-03-03;0059377679;"LPV COMPANY";H91409;00640;N17;;;;A;100;R.I.;2;;;;0;Agence;;0;;;;;0;"LPV COMPANY";1074576;"415 rue de Sauxmarais";2024-08-12;;1;996T1;;;;MCP;;;;N;N;;;;;;N;N;0;0;N;0;;;;;;3000000;;;0;;0;;0;;;;;;;;0;0;12;;;;0;;;;;;;;;;;;;;;;;;;;"Rue De Sauxmarais";"Rue De Sauxmarais";;50680;Cherbourg-en-Cotentin;"Rue De Sauxmarais, 50110 Cherbourg-en-Cotentin";FRANCE;-1.59209;49.630455;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;0;O;O;N;Oui;;N;;;;O;;;;;;GATEUIM
1491371;RI&GAR;;2024-08-12;2026-03-03;60899811;YSBLUE;4A8068;00640;N17;;;;A;100;R.I.;2;;;;0;;;0;;;;;0;"YSBLUE SAS";1065015;"1 / Stockage Distribution carburant";2024-08-12;;1;246T4;;;;MCP;;;;N;N;;;;;;N;N;0;0;N;0;;;;;;0193333;;;0;;0;;0;;;;;;;;0;1805700;18;;;;2708550;;;;;;;;;;;;;;;;;;;;"Terre Plein Du Prt";"Terre Plein Du Prt";;29260;Douarnenez;"Terre Plein Du Prt, 29100 Douarnenez";FRANCE;-4.33077;48.09242;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;2708550;O;O;N;Oui;;N;;;;O;;;;;;GATEUIM
1491372;RI&GAR;;2024-08-12;2026-03-03;60899811;YSBLUE;4A8068;00640;N17;;;;A;100;R.I.;2;;;;0;;;0;;;;;0;"YSBLUE SAS";1065016;"2 / Bureaux Ateliers";2024-08-12;;1;246T4;;;;MCP;;;;N;N;;;;;;N;N;0;0;N;0;;;;;;633394;;;0;;0;;0;;;;;;;;0;0;18;;;;0;;;;;;;;;;;;;;;;;;;;"Terre Plein Du Prt";"Terre Plein Du Prt";;29260;Douarnenez;"Terre Plein Du Prt, 29100 Douarnenez";FRANCE;-4.33077;48.09242;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;0;O;O;N;Oui;;N;;;;O;;;;;;GATEUIM
1800059;RI&GAR;;2025-06-04;2026-03-03;53447661;"DES EAUX DES ABRETS";;;N20;;;;A;100;;2;;;;;;;0;;;;;0;;1;ASSAINISSEMENT;2025-06-04;;1;870T1;;;;;;;;N;N;;;;;;N;N;0;0;N;0;;;;;;19354400;;;;;22150041;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;"ROUTE D'ARGENT";;;38510;MORESTEL;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;0;N;N;N;Oui;;N;;;;O;;;;;;BAULIEA
1800061;RI&GAR;;2025-06-04;2026-03-03;53447661;"DES EAUX DES ABRETS";;;N20;;;;A;100;;2;;;;;;;0;;;;;0;;2;EAU;2025-06-04;;1;870T1;;;;;;;;N;N;;;;;;N;N;0;0;N;0;;;;;;4838600;;;;;5828959;;216402.19;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;"LES NAPPES";;;38630;"LES AVENIERES VEYRINS";;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;0;N;N;N;Oui;;N;;;;O;;;;;;BAULIEA
1322050;IMM;IMS;2025-07-23;2026-03-03;36139534;"FORTIS LEASE FRANCE";4A4046;00640;M12;2002-01-01;;0101;A;100;R.I.;2;351382429;945;S;49900000;Courtage;"ENVERGURE CONSEIL-DIOT EST";0;;;;;1;SAYAVONG;a-1;;2024-07-16;2025-07-23;1;;;;PNO;"Non Renseigné";NR;;;N;N;;0.01;;;;N;N;0;0;N;0;;;;2025-07-23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2 Rue René Loiseau";;;51600;Suippes;;FRANCE;;;;;;;;;;;;;;;;SECONDAIRE;"Allianz France";H016;O;;;;;;;;;Oui;0;N;N;N;Oui;NSP;N;;;;O;;;;;;SAYAVON
1322051;IMM;IMS;2025-07-23;2026-03-03;36139534;"FORTIS LEASE FRANCE";4A4046;00640;M12;2002-01-01;;0101;A;100;R.I.;2;351382429;945;S;49900000;Courtage;"ENVERGURE CONSEIL-DIOT EST";0;;;;;1;SAYAVONG;a-2;;2024-07-16;2025-07-23;1;;;;PNO;"Non Renseigné";NR;;;N;N;;0.01;;;;N;N;0;0;N;0;;;;2025-07-23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"319 Route du Littoral";;;83580;Gassin;;FRANCE;;;;;;;;;;;;;;;;SECONDAIRE;"Allianz France";H016;O;;;;;;;;;Oui;0;N;N;N;Oui;NSP;N;;;;O;;;;;;SAYAVON
1005071;RI&GAR;;2023-04-13;2026-03-03;61551514;"Global Concept PLV";;;N31;;;;A;100;;2;;;;;;;0;;;;;0;;1;"Rue des Forts";2023-04-13;2023-04-13;1;;;;LTO;;;;;N;N;;;;;;N;N;0;0;N;0;;;;2023-04-13;;0;;;6143356;;;;;;;;;;;;;11700000;12;;;;;;;;;;;;;;;;;;;;;;;"22 ";"rue des Forts ";;;28500;"Ste Gemme Moronval";;FRANCE;;;;;;;;;;;;;;;;SECONDAIRE;"Allianz France";H016;O;;;;;;;;;Oui;0;N;N;N;;NSP;N;;;;N;;;;;;MAGROCM
1005072;RI&GAR;;2023-04-13;2026-03-03;61551514;"Global Concept PLV";;;N31;;;;A;100;;2;;;;;;;0;;;;;0;;2;"Fleury Merogis";2023-04-13;2023-04-13;1;;;;LTO;;;;;N;N;;;;;;N;N;0;0;N;0;;;;2023-04-13;;0;;;272059;;;;;;;;;;;;;1;12;;;;;;;;;;;;;;;;;;;;;;;7;"avenue des Peupliers ";;;91700;"Fleury Merogis";;FRANCE;;;;;;;;;;;;;;;;SECONDAIRE;"Allianz France";H016;O;;;;;;;;;Oui;0;N;N;N;;NSP;N;;;;N;;;;;;MAGROCM
1132240;RI&GAR;;2024-03-08;2026-03-03;049233579;"SAS MONTGERON";H96118;00640;N17;;;;A;100;R.I.;2;;;;0;Agence;P+;0;;;;;0;"SAS MONTGERON";a-1;"CC ELECLERC";2024-03-08;;1;;;;;MCP;;;;N;N;;;;;;N;N;0;0;N;0;;;;;;31080743;;;8161026;;6161026;;2000000;;;;;;;;39241769;6000000;24;;;;12000000;;;;;;;;;;;;;;;;;;;72;"Avenue Jean Jaurès";"72 Avenue Jean Jaurès";;91230;Montgeron;"72 Avenue Jean Jaurès, 91230 Montgeron";FRANCE;2.44623;48.71646;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;51241769;O;O;N;Oui;;N;;;;O;;;;;;GATEUIM
